entree,ChampB,ChampBdes,ChampH2,derivChampB,derivChampBdes,timeC,ih,v2_for_integration,ChampH23,ChampB_brut,ChampH2_brut,derivChampB_brut,ih_probe,ChampH2_probe_brut
3.0966601,-8.930044e-05,0,14.908689,31161.629,31415.893,0,-0.35302979,-2.3194771,-65.122635,-0.18971497,-57.749851,9275.2178,-0.22962584,-50.960358
3.096679,0.00041040572,0.00050265429,14.994113,31161.469,31415.893,1.6e-08,-0.35291266,-2.3380592,-65.101021,-0.18956484,-57.502525,9350.085,-0.22840968,-50.743469
3.0966954,0.00091010757,0.0010053054,15.079467,31161.111,31415.695,3.2e-08,-0.35113856,-2.3566265,-64.773766,-0.18941352,-57.254551,9424.8926,-0.22738579,-50.525974
3.0967085,0.0014098054,0.0015079501,15.164752,31160.555,31415.299,4.8e-08,-0.34954637,-2.3751788,-64.480057,-0.189261,-57.005943,9499.6406,-0.22626576,-50.307896
3.0967183,0.0019094927,0.0020105855,15.249969,31159.803,31414.703,6.4e-08,-0.34801275,-2.3937163,-64.197151,-0.1891073,-56.756725,9574.3281,-0.22424543,-50.089245
3.0967245,0.0024091695,0.002513208,15.33512,31158.854,31413.908,8e-08,-0.34680742,-2.4122386,-63.974804,-0.18895239,-56.506912,9648.9541,-0.22324443,-49.870045
3.0967264,0.0029088296,0.0030158146,15.420207,31157.707,31412.916,9.6e-08,-0.34513813,-2.4307456,-63.666878,-0.1887963,-56.256531,9723.5195,-0.22273324,-49.650307
3.096724,0.0034084728,0.0035184023,15.50523,31156.361,31411.727,1.12e-07,-0.34356442,-2.4492373,-63.376579,-0.188639,-56.005596,9798.0234,-0.22124241,-49.43005
3.0967166,0.0039080931,0.0040209675,15.59019,31154.82,31410.338,1.28e-07,-0.34257489,-2.4677136,-63.194042,-0.18848051,-55.754128,9872.4639,-0.22004303,-49.209293
3.096704,0.0044076899,0.0045235078,15.675088,31153.082,31408.75,1.44e-07,-0.34165934,-2.4861743,-63.02515,-0.18832085,-55.502144,9946.8418,-0.21845759,-48.988056
3.0966859,0.0049072579,0.0050260192,15.759927,31151.146,31406.965,1.6e-07,-0.33942747,-2.5046194,-62.613445,-0.18815997,-55.249672,10021.157,-0.2176519,-48.76635
3.0966616,0.005406796,0.0055284989,15.844707,31149.014,31404.98,1.76e-07,-0.33853349,-2.5230484,-62.448532,-0.18799792,-54.996719,10095.408,-0.21619159,-48.544193
3.0966311,0.0059062988,0.0060309432,15.92943,31146.684,31402.797,1.92e-07,-0.3370831,-2.5414617,-62.180981,-0.18783468,-54.743317,10169.596,-0.2149556,-48.321606
3.0965934,0.0064057657,0.0065333499,16.014097,31144.154,31400.416,2.08e-07,-0.33527356,-2.5598588,-61.847183,-0.18767026,-54.489479,10243.718,-0.21395612,-48.098602
3.0965486,0.0069051902,0.0070357155,16.098709,31141.432,31397.838,2.24e-07,-0.33413452,-2.5782397,-61.637062,-0.18750465,-54.235226,10317.774,-0.2125309,-47.875202
3.0964961,0.0074045733,0.0075380364,16.18327,31138.508,31395.059,2.4e-07,-0.33262402,-2.5966046,-61.358421,-0.18733786,-53.980576,10391.767,-0.21027254,-47.651421
3.0964355,0.0079039074,0.0080403099,16.267776,31135.391,31392.084,2.56e-07,-0.33080986,-2.6149528,-61.023769,-0.18716988,-53.725552,10465.691,-0.20995972,-47.427273
3.0963664,0.0084031932,0.0085425321,16.352234,31132.074,31388.91,2.72e-07,-0.32995132,-2.6332846,-60.865398,-0.18700071,-53.470169,10539.551,-0.20868556,-47.202782
3.096288,0.0089024249,0.0090447012,16.436644,31128.561,31385.537,2.88e-07,-0.32824507,-2.6515996,-60.550648,-0.18683037,-53.214447,10613.343,-0.20737174,-46.977955
3.0962002,0.0094016017,0.0095468126,16.521004,31124.85,31381.967,3.04e-07,-0.32650489,-2.669898,-60.229641,-0.18665884,-52.958408,10687.066,-0.20576647,-46.752819
3.0961025,0.009900718,0.010048863,16.60532,31120.943,31378.197,3.2e-07,-0.32537508,-2.6881797,-60.021233,-0.18648614,-52.702068,10760.724,-0.20509812,-46.527386
3.0959945,0.010399773,0.010550851,16.68959,31116.84,31374.23,3.36e-07,-0.32374129,-2.7064443,-59.719845,-0.18631226,-52.44545,10834.312,-0.20333567,-46.301674
3.0958753,0.010898761,0.011052772,16.773819,31112.537,31370.064,3.52e-07,-0.32281801,-2.7246916,-59.54953,-0.18613721,-52.188572,10907.83,-0.20223548,-46.075695
3.0957448,0.011397681,0.011554623,16.858006,31108.039,31365.701,3.68e-07,-0.32082659,-2.7429218,-59.182182,-0.18596098,-51.93145,10981.28,-0.20065768,-45.849472
3.0956028,0.011896528,0.012056401,16.942154,31103.344,31361.141,3.84e-07,-0.32022858,-2.7611349,-59.071861,-0.18578357,-51.674107,11054.66,-0.19959715,-45.62302
3.0954483,0.012395301,0.012558104,17.026262,31098.453,31356.381,4e-07,-0.3186225,-2.7793303,-58.775593,-0.18560499,-51.416557,11127.97,-0.19897915,-45.396355
3.0952811,0.012893994,0.013059726,17.110334,31093.363,31351.422,4.16e-07,-0.31664342,-2.7975082,-58.410515,-0.18542524,-51.158821,11201.209,-0.19761041,-45.169495
3.0951006,0.013392609,0.013561266,17.194372,31088.078,31346.268,4.32e-07,-0.31550899,-2.8156686,-58.201252,-0.18524431,-50.900921,11274.377,-0.19609363,-44.942451
3.0949063,0.013891136,0.014062721,17.278376,31082.596,31340.912,4.48e-07,-0.31363779,-2.833811,-57.856079,-0.18506221,-50.642872,11347.474,-0.19481643,-44.715244
3.094698,0.014389577,0.014564087,17.362347,31076.916,31335.361,4.64e-07,-0.31283015,-2.8519356,-57.707088,-0.18487896,-50.384693,11420.497,-0.19414808,-44.487892
3.094475,0.014887926,0.015065361,17.446289,31071.039,31329.611,4.8e-07,-0.31088495,-2.8700421,-57.34827,-0.18469453,-50.126404,11493.448,-0.19176306,-44.260406
3.0942371,0.015386183,0.015566539,17.530201,31064.967,31323.664,4.96e-07,-0.30958098,-2.8881304,-57.107727,-0.18450892,-49.868023,11566.327,-0.19097415,-44.03281
3.0939834,0.01588434,0.016067619,17.614088,31058.697,31317.52,5.12e-07,-0.30794254,-2.9062006,-56.805489,-0.18432216,-49.609566,11639.132,-0.18932767,-43.805111
3.0937138,0.0163824,0.016568597,17.697947,31052.23,31311.176,5.28e-07,-0.306375,-2.9242525,-56.516327,-0.18413423,-49.351055,11711.863,-0.18856166,-43.577328
3.0934277,0.016880352,0.017069472,17.781784,31045.568,31304.635,5.44e-07,-0.30568913,-2.9422858,-56.389801,-0.18394515,-49.092503,11784.52,-0.18760948,-43.34948
3.0931246,0.017378202,0.017570239,17.865599,31038.709,31297.896,5.6e-07,-0.30390579,-2.9603007,-56.060833,-0.18375489,-48.833935,11857.102,-0.18616596,-43.121582
3.0928042,0.01787594,0.018070893,17.949392,31031.654,31290.959,5.76e-07,-0.30279601,-2.9782968,-55.856117,-0.18356347,-48.575363,11929.607,-0.18434247,-42.893646
3.0924659,0.018373566,0.018571435,18.033167,31024.402,31283.824,5.92e-07,-0.3015568,-2.996274,-55.627518,-0.1833709,-48.316807,12002.038,-0.18271431,-42.665691
3.0921094,0.018871075,0.019071858,18.116924,31016.953,31276.494,6.08e-07,-0.29975805,-3.0142324,-55.295708,-0.18317717,-48.058285,12074.393,-0.18245032,-42.437733
3.0917344,0.019368466,0.019572163,18.200666,31009.309,31268.965,6.24e-07,-0.29883632,-3.0321717,-55.125683,-0.18298228,-47.799812,12146.67,-0.18099155,-42.209785
3.0913403,0.019865733,0.020072343,18.284395,31001.467,31261.236,6.4e-07,-0.29678327,-3.0500917,-54.746956,-0.18278624,-47.541409,12218.87,-0.18046053,-41.981869
3.0909266,0.020362874,0.020572394,18.368111,30993.43,31253.312,6.56e-07,-0.29539451,-3.0679927,-54.49078,-0.18258904,-47.283092,12290.993,-0.17810602,-41.75399
3.090493,0.020859888,0.021072319,18.451817,30985.195,31245.191,6.72e-07,-0.29406896,-3.0858741,-54.246258,-0.18239069,-47.024879,12363.038,-0.17747276,-41.526169
3.090039,0.021356771,0.021572107,18.535513,30976.766,31236.873,6.88e-07,-0.29271257,-3.1037362,-53.996048,-0.18219119,-46.766788,12435.004,-0.17577136,-41.298424
3.0895646,0.021853518,0.022071762,18.619202,30968.141,31228.355,7.04e-07,-0.29158586,-3.1215785,-53.788204,-0.18199053,-46.508835,12506.892,-0.17512284,-41.070763
3.0890689,0.022350127,0.022571275,18.702887,30959.318,31219.643,7.2e-07,-0.28981641,-3.1394012,-53.461796,-0.18178873,-46.251034,12578.699,-0.17372051,-40.843208
3.0885518,0.022846594,0.023070646,18.786566,30950.301,31210.732,7.36e-07,-0.28874055,-3.1572042,-53.263336,-0.18158577,-45.993404,12650.427,-0.17200232,-40.615768
3.0880129,0.023342919,0.023569873,18.870243,30941.086,31201.623,7.52e-07,-0.28616342,-3.1749871,-52.787941,-0.18138167,-45.735962,12722.074,-0.17016968,-40.388462
3.0874517,0.023839096,0.02406895,18.953918,30931.676,31192.318,7.68e-07,-0.28627595,-3.19275,-52.808697,-0.18117642,-45.478725,12793.642,-0.16985686,-40.161301
3.0868683,0.024335122,0.024567876,19.037598,30922.07,31182.816,7.84e-07,-0.28405949,-3.2104926,-52.399834,-0.18097004,-45.22171,12865.127,-0.16887875,-39.934303
3.086262,0.024830993,0.025066646,19.121277,30912.27,31173.117,8e-07,-0.28314087,-3.228215,-52.230377,-0.18076251,-44.964931,12936.53,-0.167687,-39.707481
3.0856323,0.025326708,0.025565257,19.204962,30902.271,31163.223,8.16e-07,-0.28157794,-3.2459171,-51.942066,-0.18055384,-44.708405,13007.853,-0.16610919,-39.480846
3.0849795,0.025822263,0.026063707,19.288651,30892.078,31153.129,8.32e-07,-0.27984241,-3.2635984,-51.621914,-0.18034402,-44.452148,13079.091,-0.16523637,-39.254421
3.0843027,0.026317656,0.026561992,19.372349,30881.689,31142.84,8.48e-07,-0.27842438,-3.2812595,-51.360332,-0.18013306,-44.196175,13150.247,-0.16378826,-39.02821
3.083602,0.026812881,0.02706011,19.456055,30871.107,31132.354,8.64e-07,-0.27761516,-3.2988997,-51.211063,-0.17992097,-43.940506,13221.319,-0.16214636,-38.802231
3.0828769,0.027307939,0.027558057,19.539774,30860.328,31121.67,8.8e-07,-0.27649152,-3.316519,-51.003788,-0.17970774,-43.68515,13292.309,-0.16078982,-38.5765
3.0821273,0.027802821,0.028055828,19.623503,30849.354,31110.791,8.96e-07,-0.2744585,-3.3341174,-50.628757,-0.17949338,-43.43013,13363.212,-0.16044039,-38.351028
3.0813529,0.02829753,0.028553424,19.707247,30838.182,31099.715,9.12e-07,-0.27355373,-3.3516946,-50.461861,-0.17927788,-43.175453,13434.031,-0.15904416,-38.125828
3.0805535,0.028792059,0.02905084,19.791004,30826.818,31088.443,9.28e-07,-0.27214187,-3.3692508,-50.201416,-0.17906125,-42.921139,13504.766,-0.15774865,-37.900917
3.0797286,0.029286409,0.029548071,19.874781,30815.258,31076.975,9.44e-07,-0.27069148,-3.3867857,-49.933865,-0.17884348,-42.667202,13575.414,-0.15663014,-37.676304
3.0788784,0.02978057,0.030045116,19.958576,30803.502,31065.309,9.6e-07,-0.26940444,-3.4042993,-49.696449,-0.1786246,-42.413658,13645.976,-0.15451826,-37.452007
