entree,ChampB,ChampBdes,ChampH2,derivChampB,derivChampBdes,timeC,ih,v2_for_integration,ChampH23,ChampB_brut,ChampH2_brut,derivChampB_brut,ih_probe,ChampH2_probe_brut
2.8703716,-0.00065468642,0,10.081034,28860.641,31415.893,0,-0.25252524,-2.3414433,-46.582779,-0.17393689,-41.786076,9388.3008,-0.18139897,-42.379883
2.8703816,-0.00019218295,0.00050265429,10.169652,28860.721,31415.893,1.6e-08,-0.25252524,-2.3584802,-46.582779,-0.1737854,-41.734722,9456.9424,-0.18011108,-42.205666
2.8703873,0.00027030733,0.0010053054,10.258342,28860.619,31415.695,3.2e-08,-0.25252524,-2.3755021,-46.582779,-0.17363282,-41.682301,9525.5234,-0.17907041,-42.031029
2.8703883,0.00073281035,0.0015079501,10.347102,28860.336,31415.299,4.8e-08,-0.25252524,-2.392509,-46.582779,-0.17347914,-41.628815,9594.0449,-0.17799768,-41.855988
2.8703847,0.0011952944,0.0020105855,10.435929,28859.869,31414.703,6.4e-08,-0.25252524,-2.4095008,-46.582779,-0.17332436,-41.574265,9662.5049,-0.17761162,-41.68055
2.8703756,0.0016577854,0.002513208,10.524821,28859.219,31413.908,8e-08,-0.25252524,-2.4264774,-46.582779,-0.17316848,-41.518642,9730.9043,-0.17571947,-41.504734
2.8703609,0.0021202515,0.0030158146,10.613774,28858.387,31412.916,9.6e-08,-0.25252524,-2.4434388,-46.582779,-0.17301151,-41.461948,9799.2412,-0.17591326,-41.328545
2.8703399,0.0025827186,0.0035184023,10.702787,28857.371,31411.727,1.12e-07,-0.25252524,-2.4603846,-46.582779,-0.17285345,-41.404182,9867.5166,-0.17392652,-41.151997
2.8703125,0.0030451554,0.0040209675,10.791856,28856.176,31410.338,1.28e-07,-0.25252524,-2.4773149,-46.582779,-0.17269431,-41.345341,9935.7285,-0.17339854,-40.975105
2.8702781,0.0035075871,0.0045235078,10.880979,28854.795,31408.75,1.44e-07,-0.25252524,-2.4942296,-46.582779,-0.17253406,-41.285423,10003.878,-0.17212744,-40.797882
2.8702364,0.0039699823,0.0050260192,10.970152,28853.232,31406.965,1.6e-07,-0.25252524,-2.5111284,-46.582779,-0.17237273,-41.224426,10071.964,-0.17162389,-40.620331
2.8701868,0.0044323672,0.0055284989,11.059373,28851.488,31404.98,1.76e-07,-0.25252524,-2.5280116,-46.582779,-0.17221031,-41.162354,10139.985,-0.17029175,-40.442474
2.8701291,0.0048947092,0.0060309432,11.148639,28849.561,31402.797,1.92e-07,-0.25252524,-2.5448787,-46.582779,-0.1720468,-41.099201,10207.943,-0.16907559,-40.26432
2.8700628,0.005357035,0.0065333499,11.237947,28847.451,31400.416,2.08e-07,-0.25252524,-2.5617297,-46.582779,-0.1718822,-41.034969,10275.836,-0.16858578,-40.085876
2.8699872,0.0058193128,0.0070357155,11.327295,28845.158,31397.838,2.24e-07,-0.25252524,-2.5785644,-46.582779,-0.17171651,-40.969658,10343.664,-0.1678991,-39.907162
2.8699024,0.0062815682,0.0075380364,11.41668,28842.684,31395.059,2.4e-07,-0.25252524,-2.5953829,-46.582779,-0.17154975,-40.903263,10411.426,-0.16646779,-39.728184
2.8698075,0.0067437696,0.0080403099,11.506099,28840.025,31392.084,2.56e-07,-0.25252524,-2.6121852,-46.582779,-0.17138191,-40.835789,10479.122,-0.1649617,-39.548958
2.8697021,0.0072059426,0.0085425321,11.595549,28837.186,31388.91,2.72e-07,-0.25252524,-2.6289709,-46.582779,-0.17121297,-40.767231,10546.751,-0.16391949,-39.369488
2.869586,0.0076680561,0.0090447012,11.685026,28834.164,31385.537,2.88e-07,-0.25252524,-2.6457398,-46.582779,-0.17104295,-40.697598,10614.313,-0.16276743,-39.189796
2.8694587,0.008130135,0.0095468126,11.774529,28830.959,31381.967,3.04e-07,-0.25252524,-2.662492,-46.582779,-0.17087185,-40.626881,10681.81,-0.1620426,-39.009888
2.8693194,0.0085921492,0.010048863,11.864055,28827.572,31378.197,3.2e-07,-0.25252524,-2.6792276,-46.582779,-0.17069969,-40.555084,10749.236,-0.16073489,-38.829777
2.8691683,0.0090541225,0.010550851,11.9536,28824.002,31374.23,3.36e-07,-0.25252524,-2.6959462,-46.582779,-0.17052643,-40.482208,10816.596,-0.15984832,-38.649471
2.8690045,0.009516025,0.011052772,12.043161,28820.25,31370.064,3.52e-07,-0.25252524,-2.7126477,-46.582779,-0.1703521,-40.408257,10883.887,-0.15995972,-38.468987
2.8688276,0.0099778818,0.011554623,12.132738,28816.316,31365.701,3.68e-07,-0.25252524,-2.7293322,-46.582779,-0.1701767,-40.333225,10951.108,-0.15830408,-38.288338
2.8686376,0.010439661,0.012056401,12.222324,28812.201,31361.141,3.84e-07,-0.25252524,-2.7459993,-46.582779,-0.17000021,-40.257118,11018.261,-0.15763116,-38.107529
2.8684335,0.010901389,0.012558104,12.31192,28807.902,31356.381,4e-07,-0.25252524,-2.7626493,-46.582779,-0.16982266,-40.179939,11085.343,-0.15622577,-37.926575
2.8682151,0.011363033,0.013059726,12.401521,28803.42,31351.422,4.16e-07,-0.25252524,-2.7792816,-46.582779,-0.16964403,-40.101685,11152.354,-0.15517136,-37.745487
2.8679824,0.01182462,0.013561266,12.491124,28798.758,31346.268,4.32e-07,-0.25252524,-2.7958963,-46.582779,-0.16946433,-40.022358,11219.296,-0.15410016,-37.564278
2.8677344,0.012286119,0.014062721,12.580727,28793.912,31340.912,4.48e-07,-0.25252524,-2.8124936,-46.582779,-0.16928355,-39.941967,11286.166,-0.15350658,-37.382954
2.867471,0.012747553,0.014564087,12.670327,28788.885,31335.361,4.64e-07,-0.25252524,-2.829073,-46.582779,-0.16910172,-39.860504,11352.965,-0.1522782,-37.201534
2.8671918,0.013208894,0.015065361,12.759921,28783.674,31329.611,4.8e-07,-0.25252524,-2.8456345,-46.582779,-0.16891882,-39.777981,11419.691,-0.15106358,-37.020027
2.8668964,0.013670165,0.015566539,12.849506,28778.283,31323.664,4.96e-07,-0.25252524,-2.8621781,-46.582779,-0.16873483,-39.694393,11486.346,-0.15057375,-36.83844
2.8665845,0.014131336,0.016067619,12.939081,28772.709,31317.52,5.12e-07,-0.25252524,-2.8787036,-46.582779,-0.16854979,-39.609745,11552.927,-0.15006104,-36.656788
2.8662558,0.014592431,0.016568597,13.028641,28766.953,31311.176,5.28e-07,-0.25252524,-2.8952107,-46.582779,-0.16836369,-39.52404,11619.435,-0.14836879,-36.475082
2.8659096,0.01505342,0.017069472,13.118184,28761.016,31304.635,5.44e-07,-0.25252524,-2.9116998,-46.582779,-0.16817652,-39.437283,11685.869,-0.14799494,-36.293331
2.865546,0.015514328,0.017570239,13.207707,28754.895,31297.896,5.6e-07,-0.25252524,-2.9281704,-46.582779,-0.16798829,-39.349476,11752.229,-0.14616536,-36.111549
