entree,ChampB,ChampBdes,ChampH2,derivChampB,derivChampBdes,timeC,ih,v2_for_integration,ChampH23,ChampB_brut,ChampH2_brut,derivChampB_brut,ih_probe,ChampH2_probe_brut
0.15220843,-5.2433529e-06,0,0.34326184,1905.7577,31415.893,0,-0.055502687,-0.22366726,-10.23846,-0.010695138,-4.0663385,900.18823,0.036664326,-3.572232
0.15222691,2.5263262e-05,0.00050265429,0.35511798,1905.749,31415.893,1.6e-08,-0.055190105,-0.22471474,-10.180798,-0.010680686,-4.0592136,904.40851,0.035937987,-3.566608
0.15224861,5.577171e-05,0.0010053054,0.36697099,1905.7281,31415.695,3.2e-08,-0.055273645,-0.2257608,-10.196208,-0.010666166,-4.0520611,908.62311,0.036335949,-3.5609605
0.15227365,8.6277847e-05,0.0015079501,0.37882075,1905.6953,31415.299,4.8e-08,-0.055210449,-0.22680543,-10.184551,-0.010651579,-4.0448818,912.83191,0.035798211,-3.5552897
0.15230221,0.00011678541,0.0020105855,0.39066714,1905.6504,31414.703,6.4e-08,-0.055173766,-0.22784863,-10.177784,-0.010636925,-4.0376749,917.03497,0.036287118,-3.5495961
0.15233439,0.00014729029,0.002513208,0.40251011,1905.5935,31413.908,8e-08,-0.055107798,-0.22889039,-10.165614,-0.010622203,-4.0304408,921.23224,0.035610829,-3.543879
0.15237035,0.00017779622,0.0030158146,0.41434953,1905.5244,31412.916,9.6e-08,-0.055124134,-0.2299307,-10.168629,-0.010607414,-4.02318,925.42365,0.036251105,-3.5381393
0.15241021,0.00020829908,0.0035184023,0.42618528,1905.4435,31411.727,1.12e-07,-0.055241585,-0.23096956,-10.190294,-0.010592558,-4.0158925,929.60925,0.036616109,-3.5323765
0.15245408,0.00023880259,0.0040209675,0.43801728,1905.3503,31410.338,1.28e-07,-0.055424388,-0.23200697,-10.224015,-0.010577636,-4.0085788,933.78894,0.037344281,-3.5265908
0.1525021,0.00026930266,0.0045235078,0.44984546,1905.2452,31408.75,1.44e-07,-0.055450592,-0.2330429,-10.228849,-0.010562646,-4.0012383,937.96271,0.036591694,-3.5207822
0.15255438,0.00029980298,0.0050260192,0.46166965,1905.1281,31406.965,1.6e-07,-0.05503412,-0.23407736,-10.152023,-0.01054759,-3.9938715,942.13055,0.036566667,-3.514951
0.15261103,0.00033029949,0.0055284989,0.47348982,1904.9989,31404.98,1.76e-07,-0.05516791,-0.23511034,-10.176703,-0.010532467,-3.9864786,946.29248,0.036299936,-3.5090971
0.15267214,0.00036079585,0.0060309432,0.48530585,1904.8577,31402.797,1.92e-07,-0.054971233,-0.23614185,-10.140423,-0.010517278,-3.9790599,950.44843,0.036270026,-3.5032206
0.15273783,0.00039128802,0.0065333499,0.49711758,1904.7045,31400.416,2.08e-07,-0.055111803,-0.23717186,-10.166354,-0.010502022,-3.9716153,954.59833,0.036815699,-3.4973214
0.15280816,0.00042177967,0.0070357155,0.50892502,1904.5391,31397.838,2.24e-07,-0.054763153,-0.23820037,-10.102039,-0.0104867,-3.9641449,958.74219,0.036867581,-3.4914
0.15288325,0.00045226674,0.0075380364,0.52072799,1904.3617,31395.059,2.4e-07,-0.054791514,-0.23922737,-10.10727,-0.010471311,-3.9566493,962.88,0.036841944,-3.485456
0.15296316,0.00048275286,0.0080403099,0.53252637,1904.1724,31392.084,2.56e-07,-0.054871049,-0.24025287,-10.121942,-0.010455856,-3.9491282,967.01172,0.037422407,-3.4794896
0.15304795,0.00051323406,0.0085425321,0.54432017,1903.9709,31388.91,2.72e-07,-0.055066798,-0.24127685,-10.158051,-0.010440336,-3.941582,971.13739,0.036455579,-3.473501
0.1531377,0.00054371392,0.0090447012,0.55610919,1903.7574,31385.537,2.88e-07,-0.054453343,-0.2422993,-10.044889,-0.010424749,-3.9340105,975.25684,0.037163612,-3.46749
0.15323244,0.00057418848,0.0095468126,0.56789345,1903.532,31381.967,3.04e-07,-0.054926842,-0.24332023,-10.132235,-0.010409096,-3.9264145,979.37012,0.036389049,-3.461457
0.15333225,0.0006046613,0.010048863,0.57967269,1903.2944,31378.197,3.2e-07,-0.054924071,-0.2443396,-10.131722,-0.010393378,-3.9187934,983.47723,0.036387831,-3.4554017
0.15343715,0.00063512847,0.010550851,0.59144694,1903.0449,31374.23,3.36e-07,-0.05487752,-0.24535745,-10.123137,-0.010377594,-3.9111481,987.57819,0.036385998,-3.4493246
0.15354718,0.00066559348,0.011052772,0.60321605,1902.7833,31370.064,3.52e-07,-0.054784425,-0.24637374,-10.105963,-0.010361745,-3.9034781,991.67279,0.036741845,-3.4432254
0.15366237,0.00069605239,0.011554623,0.61497998,1902.5098,31365.701,3.68e-07,-0.054670673,-0.24738848,-10.084979,-0.01034583,-3.8957841,995.76117,0.037744071,-3.4371042
