entree,ChampB,ChampBdes,ChampH2,derivChampB,derivChampBdes,timeC,ih,v2_for_integration,ChampH23,ChampB_brut,ChampH2_brut,derivChampB_brut,ih_probe,ChampH2_probe_brut
1.2257186,-0.00058903289,0,2.2657828,12341.947,15707.946,0,-0.1010101,-1.2371427,-18.633112,-0.07258109,-14.323058,4940.104,-0.039188206,-17.529058
1.2257401,-0.0003908276,0.00025132715,2.3112276,12339.976,15707.946,1.6e-08,-0.1010101,-1.2372701,-18.633112,-0.072501339,-14.328605,4940.6177,-0.038696248,-17.493729
1.2257633,-0.00019267794,0.00050265272,2.356626,12338.125,15707.848,3.2e-08,-0.1010101,-1.2377214,-18.633112,-0.072421566,-14.334152,4942.4355,-0.039293803,-17.458231
1.2257882,5.4631691e-06,0.00075397507,2.401979,12336.115,15707.649,4.8e-08,-0.1010101,-1.2385411,-18.633112,-0.072341748,-14.339699,4945.7383,-0.037950989,-17.422567
1.2258151,0.00020355133,0.0010052928,2.4472878,12333.729,15707.352,6.4e-08,-0.1010101,-1.2393997,-18.633112,-0.072261877,-14.345242,4949.1978,-0.038142033,-17.386736
1.2258437,0.00040162512,0.001256604,2.4925535,12330.812,15706.954,8e-08,-0.1010101,-1.2407124,-18.633112,-0.07218194,-14.350778,4954.4863,-0.03774346,-17.35074
1.2258739,0.00059963344,0.0015079073,2.5377772,12327.014,15706.458,9.6e-08,-0.1010101,-1.2423284,-18.633112,-0.072101906,-14.356304,4960.9976,-0.037264321,-17.314581
1.2259061,0.00079760875,0.0017592012,2.5829604,12325.053,15705.863,1.12e-07,-0.1010101,-1.2442375,-18.633112,-0.07202176,-14.361819,4968.6895,-0.036799219,-17.278255
1.22594,0.00099551957,0.0020104838,2.6281035,12323.86,15705.169,1.28e-07,-0.1010101,-1.246298,-18.633112,-0.07194148,-14.36732,4976.9907,-0.037067782,-17.241768
1.2259756,0.001193429,0.0022617539,2.673208,12323.95,15704.375,1.44e-07,-0.1010101,-1.2487941,-18.633112,-0.071861058,-14.372804,4987.0474,-0.037521288,-17.20512
1.2260129,0.0013913108,0.0025130096,2.7182751,12325.124,15703.482,1.6e-07,-0.1010101,-1.2516057,-18.633112,-0.071780466,-14.378267,4998.3755,-0.036920071,-17.168308
1.2260519,0.0015892263,0.0027642495,2.7633057,12326.563,15702.49,1.76e-07,-0.1010101,-1.2546784,-18.633112,-0.071699686,-14.383709,5010.7554,-0.036456801,-17.131336
1.2260926,0.001787142,0.0030154716,2.8083007,12327.655,15701.398,1.92e-07,-0.1010101,-1.2579823,-18.633112,-0.071618699,-14.389124,5024.0669,-0.036713768,-17.094206
1.2261349,0.0019850982,0.0032666749,2.8532617,12327.575,15700.208,2.08e-07,-0.1010101,-1.2617536,-18.633112,-0.07153748,-14.394512,5039.2617,-0.035457015,-17.056915
1.2261786,0.0021830387,0.0035178578,2.8981893,12326.234,15698.919,2.24e-07,-0.1010101,-1.2655798,-18.633112,-0.071456023,-14.399868,5054.6777,-0.036229134,-17.019466
1.2262238,0.0023809865,0.0037690182,2.9430847,12324.751,15697.529,2.4e-07,-0.1010101,-1.269851,-18.633112,-0.071374297,-14.40519,5071.8857,-0.035794549,-16.981861
1.2262706,0.0025788902,0.0040201549,2.9879489,12323.014,15696.042,2.56e-07,-0.1010101,-1.2743815,-18.633112,-0.071292289,-14.410477,5090.1396,-0.036326792,-16.944099
1.2263185,0.0027767885,0.0042712661,3.0327828,12321.389,15694.455,2.72e-07,-0.1010101,-1.2790533,-18.633112,-0.071209989,-14.415723,5108.9624,-0.034835659,-16.906181
1.2263677,0.0029746392,0.0045223506,3.0775878,12319.587,15692.769,2.88e-07,-0.1010101,-1.283949,-18.633112,-0.071127377,-14.420927,5128.6875,-0.034496903,-16.868109
1.226418,0.0031724835,0.0047734063,3.1223645,12319.007,15690.983,3.04e-07,-0.1010101,-1.2892306,-18.633112,-0.071044438,-14.426085,5149.9663,-0.034990691,-16.829884
1.2264694,0.0033702902,0.0050244317,3.1671143,12318.473,15689.099,3.2e-07,-0.1010101,-1.2945995,-18.633112,-0.070961155,-14.431194,5171.5986,-0.034492631,-16.791504
1.2265217,0.0035681089,0.0052754255,3.211838,12318.245,15687.115,3.36e-07,-0.1010101,-1.3000916,-18.633112,-0.070877522,-14.436253,5193.7256,-0.033906065,-16.752972
1.2265749,0.0037659013,0.0055263862,3.2565365,12317.871,15685.032,3.52e-07,-0.1010101,-1.305856,-18.633112,-0.070793532,-14.441257,5216.9507,-0.034381542,-16.714289
1.2266288,0.0039637093,0.0057773115,3.3012106,12317.372,15682.851,3.68e-07,-0.1010101,-1.3117968,-18.633112,-0.070709154,-14.446203,5240.8862,-0.034519486,-16.675455
1.2266831,0.0041614892,0.0060282005,3.3458617,12315.947,15680.57,3.84e-07,-0.1010101,-1.3179902,-18.633112,-0.070624396,-14.451089,5265.8394,-0.033320718,-16.636473
1.2267381,0.0043592728,0.0062790518,3.3904905,12313.948,15678.19,4e-07,-0.1010101,-1.324486,-18.633112,-0.070539221,-14.455912,5292.0112,-0.034125797,-16.597342
1.2267934,0.004557007,0.006529863,3.4350982,12312.149,15675.711,4.16e-07,-0.1010101,-1.3311067,-18.633112,-0.070453629,-14.460668,5318.6855,-0.033395182,-16.558062
1.2268487,0.0047547314,0.0067806332,3.4796851,12310.563,15673.134,4.32e-07,-0.1010101,-1.3377444,-18.633112,-0.070367604,-14.465355,5345.4292,-0.033593554,-16.518635
1.2269043,0.0049524088,0.0070313606,3.5242527,12308.64,15670.456,4.48e-07,-0.1010101,-1.3445554,-18.633112,-0.070281148,-14.469969,5372.8711,-0.032566912,-16.479063
1.2269596,0.0051500783,0.0072820433,3.5688016,12307.024,15667.681,4.64e-07,-0.1010101,-1.3516059,-18.633112,-0.070194244,-14.474506,5401.2773,-0.033528246,-16.439346
1.2270147,0.0053476994,0.0075326804,3.613333,12305.497,15664.806,4.8e-07,-0.1010101,-1.3587117,-18.633112,-0.070106886,-14.478966,5429.9067,-0.032458264,-16.399487
1.2270693,0.0055453158,0.0077832695,3.6578472,12303.879,15661.832,4.96e-07,-0.1010101,-1.3661385,-18.633112,-0.070019059,-14.483343,5459.8291,-0.03254921,-16.359482
1.2271233,0.005742887,0.0080338093,3.7023456,12302.194,15658.76,5.12e-07,-0.1010101,-1.373577,-18.633112,-0.069930755,-14.487635,5489.7993,-0.031481065,-16.319336
1.2271765,0.0059404513,0.0082842987,3.7468288,12300.273,15655.588,5.28e-07,-0.1010101,-1.3812883,-18.633112,-0.069841959,-14.491838,5520.8677,-0.032526016,-16.279047
1.2272288,0.0061379662,0.008534736,3.7912974,12297.396,15652.317,5.44e-07,-0.1010101,-1.3890427,-18.633112,-0.069752663,-14.495951,5552.1108,-0.031120334,-16.238619
1.22728,0.006335461,0.0087851193,3.8357527,12294.74,15648.948,5.6e-07,-0.1010101,-1.3966439,-18.633112,-0.069662876,-14.499969,5582.7354,-0.031561632,-16.198051
1.2273299,0.0065328917,0.0090354467,3.8801954,12291.494,15645.479,5.76e-07,-0.1010101,-1.4042112,-18.633112,-0.069572598,-14.503888,5613.2246,-0.030923184,-16.157347
1.2273782,0.0067302939,0.0092857173,3.9246259,12288.466,15641.912,5.92e-07,-0.1010101,-1.4118714,-18.633112,-0.069481827,-14.507708,5644.0874,-0.031842403,-16.116503
1.2274249,0.0069276267,0.0095359292,3.9690452,12286.305,15638.247,6.08e-07,-0.1010101,-1.4195461,-18.633112,-0.069390565,-14.511422,5675.0093,-0.030672934,-16.075523
1.2274697,0.007124939,0.0097860815,4.013454,12283.629,15634.482,6.24e-07,-0.1010101,-1.4272914,-18.633112,-0.069298804,-14.51503,5706.2148,-0.031109348,-16.034407
1.2275125,0.0073221927,0.010036171,4.0578532,12280.804,15630.618,6.4e-07,-0.1010101,-1.4350541,-18.633112,-0.069206551,-14.518527,5737.4907,-0.030010682,-15.993157
1.227553,0.0075194212,0.010286197,4.1022434,12278.562,15626.656,6.56e-07,-0.1010101,-1.4429237,-18.633112,-0.069113784,-14.52191,5769.1973,-0.030980559,-15.951774
