entree,ChampB,ChampBdes,ChampH2,derivChampB,derivChampBdes,timeC,ih,v2_for_integration,ChampH23,ChampB_brut,ChampH2_brut,derivChampB_brut,ih_probe,ChampH2_probe_brut
1.5460023,-0.00053777656,0,6.0866523,15579.076,15707.946,0,-0.17984343,-1.1944247,-33.175323,-0.095151424,-26.306057,4766.5083,-0.070318915,-23.051357
1.5460035,-0.00028777751,0.00025132715,6.142489,15579.926,15707.946,1.6e-08,-0.17965615,-1.1948572,-33.140778,-0.095074415,-26.257603,4768.2505,-0.070808433,-23.009188
1.5460019,-3.7766502e-05,0.00050265272,6.1982894,15580.848,15707.848,3.2e-08,-0.17929702,-1.1961215,-33.074528,-0.094997346,-26.208845,4773.3442,-0.070118718,-22.966751
1.5459973,0.00021225965,0.00075397507,6.2540531,15581.989,15707.649,4.8e-08,-0.17875215,-1.1985282,-32.974018,-0.094920158,-26.15979,4783.0405,-0.070230417,-22.924049
1.5459893,0.00046230442,0.0010052928,6.3097801,15583.543,15707.352,6.4e-08,-0.17865042,-1.2015475,-32.955254,-0.094842799,-26.110435,4795.2056,-0.069295324,-22.881083
1.5459778,0.00071237021,0.001256604,6.3654704,15583.805,15706.954,8e-08,-0.17856257,-1.2048529,-32.939045,-0.094765238,-26.060783,4808.5229,-0.06931974,-22.837854
1.5459627,0.00096244307,0.0015079073,6.421124,15583.112,15706.458,9.6e-08,-0.17815951,-1.2089924,-32.864693,-0.094687432,-26.010838,4825.2012,-0.068839379,-22.794361
1.5459435,0.0012125061,0.0017592012,6.4767408,15581.782,15705.863,1.12e-07,-0.17743354,-1.2141358,-32.730774,-0.094609335,-25.960598,4845.9238,-0.068510391,-22.750608
1.5459201,0.0014625512,0.0020104838,6.5323205,15581.408,15705.169,1.28e-07,-0.17772177,-1.2198859,-32.783943,-0.09453088,-25.910065,4869.0913,-0.068103276,-22.706594
1.5458922,0.0017125912,0.0022617539,6.587863,15583.149,15704.375,1.44e-07,-0.1774004,-1.225902,-32.724663,-0.094452046,-25.859241,4893.3296,-0.068272345,-22.662323
1.5458597,0.0019626522,0.0025130096,6.6433678,15584.721,15703.482,1.6e-07,-0.17717382,-1.2331072,-32.682865,-0.094372787,-25.808126,4922.3599,-0.067107759,-22.617794
1.5458221,0.002212737,0.0027642495,6.6988358,15585.028,15702.49,1.76e-07,-0.17658579,-1.2408401,-32.574394,-0.09429305,-25.756725,4953.5156,-0.06710837,-22.573008
1.5457793,0.0024628297,0.0030154716,6.7542658,15584.648,15701.398,1.92e-07,-0.17655805,-1.249048,-32.569279,-0.094212793,-25.705036,4986.5854,-0.067840204,-22.527966
1.5457312,0.002712918,0.0032666749,6.8096585,15584.183,15700.208,2.08e-07,-0.17610259,-1.257634,-32.48526,-0.094131999,-25.653061,5021.1787,-0.067318335,-22.48267
1.5456773,0.0029629986,0.0035178578,6.8650136,15583.377,15698.919,2.24e-07,-0.1758475,-1.2666377,-32.438202,-0.094050638,-25.600803,5057.4546,-0.067266457,-22.43712
1.5456176,0.0032130657,0.0037690182,6.920331,15581.991,15697.529,2.4e-07,-0.17554539,-1.2762748,-32.382473,-0.093968675,-25.548262,5096.2827,-0.065548874,-22.391319
1.5455515,0.0034631146,0.0040201549,6.9756098,15581.056,15696.042,2.56e-07,-0.1753535,-1.2859975,-32.347076,-0.093886085,-25.495441,5135.4556,-0.066710413,-22.345268
1.5454792,0.0037131428,0.0042712661,7.0308514,15579.046,15694.455,2.72e-07,-0.174841,-1.2959367,-32.252537,-0.093802862,-25.442339,5175.5005,-0.066779383,-22.298969
1.5454,0.0039631487,0.0045223506,7.0860543,15579.146,15692.769,2.88e-07,-0.1746992,-1.3062928,-32.226379,-0.093718991,-25.38896,5217.2251,-0.065636769,-22.25242
1.5453141,0.0042131441,0.0047734063,7.1412191,15577.847,15690.983,3.04e-07,-0.17485641,-1.3166428,-32.255379,-0.093634449,-25.335306,5258.9253,-0.065217443,-22.205626
1.545221,0.0044631292,0.0050244317,7.1963453,15578.207,15689.099,3.2e-07,-0.17434393,-1.3269793,-32.160843,-0.093549237,-25.281376,5300.5713,-0.064672381,-22.158587
1.5451204,0.0047131111,0.0052754255,7.2514329,15577.925,15687.115,3.36e-07,-0.17404182,-1.3376344,-32.105114,-0.093463346,-25.227173,5343.501,-0.064333625,-22.111301
1.5450122,0.0049630925,0.0055263862,7.3064823,15577.138,15685.032,3.52e-07,-0.1732989,-1.3477025,-31.968067,-0.093376793,-25.172697,5384.0654,-0.065309614,-22.063776
1.5448962,0.0052130548,0.0057773115,7.3614926,15573.808,15682.851,3.68e-07,-0.1735139,-1.3580823,-32.007732,-0.093289584,-25.117952,5425.8857,-0.064168215,-22.016006
1.5447723,0.0054629794,0.0060282005,7.4164643,15572.449,15680.57,3.84e-07,-0.17311856,-1.3682929,-31.934801,-0.093201704,-25.062941,5467.0244,-0.064007081,-21.967999
1.5446399,0.0057128682,0.0062790518,7.4713969,15569.107,15678.19,4e-07,-0.17292975,-1.3776497,-31.899971,-0.093113199,-25.007662,5504.7227,-0.063577376,-21.919752
1.544499,0.0059627169,0.006529863,7.5262909,15567.897,15675.711,4.16e-07,-0.17233324,-1.3869877,-31.789936,-0.09302409,-24.952116,5542.3457,-0.063725092,-21.871269
1.5443494,0.0062125353,0.0067806332,7.5811453,15565.819,15673.134,4.32e-07,-0.17175448,-1.3962097,-31.683172,-0.092934377,-24.896309,5579.5015,-0.063339338,-21.82255
1.544191,0.0064623263,0.0070313606,7.6359601,15564.303,15670.456,4.48e-07,-0.1715017,-1.4052756,-31.636541,-0.092844084,-24.84024,5616.0278,-0.063142799,-21.773596
1.5440234,0.0067120893,0.0072820433,7.6907358,15562.229,15667.681,4.64e-07,-0.17155102,-1.4143116,-31.645639,-0.092753202,-24.783911,5652.4341,-0.063131198,-21.724409
1.5438464,0.0069618193,0.0075326804,7.745472,15559.183,15664.806,4.8e-07,-0.17122811,-1.4230726,-31.586073,-0.092661746,-24.727324,5687.7319,-0.062008727,-21.67499
1.5436599,0.0072115068,0.0077832695,7.8001685,15557.826,15661.832,4.96e-07,-0.17093524,-1.4320518,-31.532051,-0.092569724,-24.670481,5723.9092,-0.062243111,-21.625341
1.5434638,0.007461166,0.0080338093,7.854825,15556.18,15658.76,5.12e-07,-0.17050985,-1.4409239,-31.453577,-0.09247712,-24.613382,5759.6553,-0.061442304,-21.575464
1.5432577,0.0077108014,0.0082842987,7.9094419,15554.955,15655.588,5.28e-07,-0.1703665,-1.4496112,-31.427135,-0.092383951,-24.55603,5794.6562,-0.062060609,-21.52536
1.5430416,0.0079604145,0.008534736,7.9640188,15553.123,15652.317,5.44e-07,-0.16983396,-1.4584557,-31.328899,-0.092290215,-24.498428,5830.2905,-0.061854914,-21.475031
1.5428152,0.0082100006,0.0087851193,8.0185556,15551.588,15648.948,5.6e-07,-0.1696675,-1.4673868,-31.298193,-0.092195913,-24.440577,5866.2744,-0.061463058,-21.424477
1.5425786,0.0084595634,0.0090354467,8.0730515,15550.966,15645.479,5.76e-07,-0.16920663,-1.4760698,-31.213179,-0.092101038,-24.382477,5901.2583,-0.061090123,-21.373701
1.5423312,0.0087091103,0.0092857173,8.1275082,15548.925,15641.912,5.92e-07,-0.16864482,-1.4849555,-31.109541,-0.092005596,-24.324131,5937.0591,-0.061449017,-21.322702
1.5420732,0.0089586275,0.0095359292,8.1819239,15545.819,15638.247,6.08e-07,-0.16850457,-1.4937224,-31.083668,-0.091909587,-24.265543,5972.3809,-0.060768455,-21.271486
1.5418046,0.0092080999,0.0097860815,8.2362986,15543.451,15634.482,6.24e-07,-0.16838665,-1.5026237,-31.061916,-0.091813013,-24.206711,6008.2441,-0.060853299,-21.220051
1.5415248,0.0094575286,0.010036171,8.2906332,15539.523,15630.618,6.4e-07,-0.16800439,-1.5116429,-30.991404,-0.091715857,-24.14764,6044.5825,-0.059986573,-21.168398
1.5412339,0.0097069014,0.010286197,8.3449268,15536.69,15626.656,6.56e-07,-0.16783485,-1.5204757,-30.960127,-0.091618121,-24.088329,6080.1704,-0.059897456,-21.116531
1.5409318,0.0099562276,0.010536159,8.3991795,15535.133,15622.596,6.72e-07,-0.16730848,-1.5295548,-30.863029,-0.091519818,-24.028784,6116.75,-0.05947325,-21.064451
1.5406184,0.010205522,0.010786054,8.4533911,15532.386,15618.437,6.88e-07,-0.16695783,-1.5385513,-30.798344,-0.091420926,-23.969002,6152.9971,-0.059722893,-21.012161
1.5402936,0.010454781,0.011035881,8.5075617,15531.352,15614.178,7.04e-07,-0.16672355,-1.5478183,-30.755127,-0.091321446,-23.908987,6190.3335,-0.059108861,-20.95966
1.5399573,0.010704015,0.011285638,8.5616903,15529.154,15609.821,7.2e-07,-0.16668347,-1.5568866,-30.747734,-0.09122137,-23.848743,6226.8696,-0.058887906,-20.906948
1.5396092,0.010953217,0.011535323,8.615778,15526.192,15605.366,7.36e-07,-0.16579488,-1.5654547,-30.58382,-0.091120735,-23.788269,6261.3906,-0.058171332,-20.854031
1.5392495,0.011202374,0.011784936,8.6698246,15523.079,15600.812,7.52e-07,-0.16557448,-1.5741837,-30.543161,-0.091019534,-23.727568,6296.5601,-0.05833552,-20.800909
1.5388781,0.011451478,0.012034475,8.7238293,15518.491,15596.159,7.68e-07,-0.16533557,-1.5834144,-30.49909,-0.090917759,-23.666641,6333.751,-0.057357706,-20.747583
